Section Name,Description,Company Name,Text Information
Zusatzfunktionen (erweitert),,Vermietung von Produkten - Belegungs- /Reservierungsfunktion/ Buchungsfunktion& Termine,"Gibt an, ob der Tarif eine terminliche Buchungsfunktion z.B. für Resevierung von Tischen oder Gegenständen beinhaltet."
Kassensystem (POS),POS = Point of Sale,Einlagen und Entnahmen über Kasse buchen,
Kassensystem (POS),POS = Point of Sale,gaxsys - POS Kassen-Integration,"Gibt an, ob der tarif die Integrationen von Point of Sale / Filialen in ein Onlineshopsystem durch den Anbieter gaxsys aufweist."
Kassensystem (POS),POS = Point of Sale,Kassen -Tagesabschluss - Funktion/ Kassenbericht,"Gibt an, ob Sie einen Tagesabschluss je Kasse (bei mehreren Kassen) erstellen können."
Kassensystem (POS),POS = Point of Sale,Kassenbuch - Funktion,"Gibt an, ob der Tarif eine Funktion zur Verwaltung von Bargeldbetraegen beinhaltet."
Kassensystem (POS),POS = Point of Sale,Nur Lieferscheine/ Bestände buchen (Bezahlung per Rechnung später),"Gibt an, ob der Tarif eine Funktion zur Verwaltung von Bargeldbetraegen beinhaltet."
Kassensystem (POS),POS = Point of Sale,POS-Kassensystem - CWI Linetouch - Schnittstelle,"Gibt an, ob der Tarif eine Schnittstelle zum Kassensystem CWI Linetouch beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Kassensystem (POS),POS = Point of Sale,POS-Kassensystem anbindbar für Filialen (allgemein),"Gibt an, ob der Tarif die zusätzliche Verwendung von Kassensystemen(z.B. in Ladengeschäften) unterstützt und beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Kassensystem (POS),POS = Point of Sale,POS-Kassensystem integriert (für stationären Ladenverkauf),"Gibt an, ob der Tarif als Kassensystem am Point of Sale (POS) eingesetzt werden kann und entsprechende Zuatzfunktionen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Kassensystem (POS),POS = Point of Sale,POS-Kassensystem mit Seriennummern-Unterstützung,Auch hochpreisige Artikel mit notwendiger Seriennummern zuordnung können über das Kassensystem verkauft werden.
Kassensystem (POS),POS = Point of Sale,Systemgestützte Mengenerfassung von Scheinen und Münzen beim Zahlvorgang,"Beim Zahlvorgang muss der Kassierer nicht erst die etlichen Münzen zusammenrechnen, die der Kunde auf den Tresen legt, sondern kann durch Erfassen der entsprechenden Geldmünzen und deren Anzahl den Gesamtbetrag vom System errechnen lassen."
Backend - Funktionen (erweitert),,Active Directory Integration,"Gibt an, ob die Software zur Benutzerverwaltung eine Verwendung vorhandener Active Directory Einträge ermöglicht. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Backend - Funktionen (erweitert),,"Anpassbare automatische, zeitgesteuerte Prozesse (Cronjobs, Workflows etc.) nach Regeln erstellbar","Gibt an, ob der Tarif cron jobs, d.h. zeitliche aktivierte Befehle wie den Versand bestimmter E-Mails, beinhaltet."
Backend - Funktionen (erweitert),,Artikeldaten-/ Produktdaten-Export mit Auswahl der zu exportierenden Attribute,"Gibt an, ob der Tarif cron jobs, d.h. zeitliche aktivierte Befehle wie den Versand bestimmter E-Mails, beinhaltet."
Backend - Funktionen (erweitert),,Aufspüren von doppelten Einträge (Dubletten),Erkennt und eliminiert doppelte Inhalte.
Backend - Funktionen (erweitert),,Benutzerrechte je Modul/ Plugin definierbar,"Je Modul definierbar, ob Benutzer nur Module Anzeigen, Konfigurieren oder Deinstallieren kann."
Backend - Funktionen (erweitert),,Benutzerrechteverwaltung/ Rollenmanagement,"Gibt an, ob der Tarif eine Verwaltung von Backend-Benutzern ermöglicht, d.h. ob mehrere Benutzer mit unterschiedlichen Zugriffsrechten definiert werden können. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Backend - Funktionen (erweitert),,Dashboard-/Backend /Cockpit - Personalisierung (Shortcuts),"Gibt an, ob das Backend der Software je Mitarbeiter entsprechend den jeweiligen Tätigkeiten personalisiert werden kann."
Backend - Funktionen (erweitert),,E-Mail-Adressliste Exportfunktion,"Gibt an, ob das Backend der Software je Mitarbeiter entsprechend den jeweiligen Tätigkeiten personalisiert werden kann."
Backend - Funktionen (erweitert),,E-Mail/ Nachrichten - Versand direkt aus System,"Gibt an, ob das Backend der Software je Mitarbeiter entsprechend den jeweiligen Tätigkeiten personalisiert werden kann."
Backend - Funktionen (erweitert),,Einrichtungsassistent (Getting started guide),"Gibt an, ob das Backend der Software je Mitarbeiter entsprechend den jeweiligen Tätigkeiten personalisiert werden kann."
Backend - Funktionen (erweitert),,Import von Kategorien,"Gibt an, ob das Backend der Software je Mitarbeiter entsprechend den jeweiligen Tätigkeiten personalisiert werden kann."
Backend - Funktionen (erweitert),,"Integrierte Bildbearbeitung (z.B. Zuschneiden, Resize)","Fotos zuschneiden, vergrößern oder verkleinern, verblassen und überlagern"
Backend - Funktionen (erweitert),,Massenupload von Bildern,Gleichzeitiges hochladen von vielen Produktbildern.
Backend - Funktionen (erweitert),,Medienverwaltung/ Dateimanagement,Gleichzeitiges hochladen von vielen Produktbildern.
Backend - Funktionen (erweitert),,Merkliste/ Favoriten der Kunden ändern und verwalten,"Gibt an, ob die Software es ermöglicht, z.B. bei einem Telefonat mit Ihrem Kunden, den gesuchten Artikel direkt aus dem Backend in dessen Favoriten zu platzieren."
Backend - Funktionen (erweitert),,Multilinguales Backend,"Gibt an, ob die Software es ermöglicht, z.B. bei einem Telefonat mit Ihrem Kunden, den gesuchten Artikel direkt aus dem Backend in dessen Favoriten zu platzieren."
Backend - Funktionen (erweitert),,Multiuser-Backend/ Anzahl enthaltener Benutzerprofile/ Mitarbeiter (Mehrbenutzerfähig),"Gibt an, ob der Tarif den d simultanen Zugriff von mehreren Benutzern beinhaltet. Etwaige angegebene Werte entsprechen Anzahl an parallel Nutzern."
Backend - Funktionen (erweitert),,Produkte aktivier- und deaktivierbar (ohne Menge auf 0 zu ändern),"Gibt an, ob der Tarif den d simultanen Zugriff von mehreren Benutzern beinhaltet. Etwaige angegebene Werte entsprechen Anzahl an parallel Nutzern."
Backend - Funktionen (erweitert),,Produkte direkt in der Frontend-Ansicht (Store-Front) deaktivierbar,"Gibt an, ob Produktangebote direkt in der Storefront durch Admin deaktivierbar sind."
Backend - Funktionen (erweitert),,QR-Codes direkt aus der System erstellbar (Qrcode),"Gibt an, ob Sie QR-Codes (Informationen in scannbarem Code) für Smartphones direkt aus dem Backend ohne copy und paste erstellen können."
Backend - Funktionen (erweitert),,Sortiment im BMEcat - Format exportierbar,"Gibt an, ob Sie QR-Codes (Informationen in scannbarem Code) für Smartphones direkt aus dem Backend ohne copy und paste erstellen können."
Backend - Funktionen (erweitert),,Versandzeitpunkt/ Zeitpunkt der Lieferung darstellbar,Diese Funktion ermöglicht dem Shopbetreiber die Versandzeiten zu hinterlegen und in der Artikeldetailansicht darzustellen.
Backend - Funktionen (erweitert),,Verwaltung fehlerhafter E-Mail Empfänger,Diese Funktion ermöglicht dem Shopbetreiber die Versandzeiten zu hinterlegen und in der Artikeldetailansicht darzustellen.
Backend - Funktionen (erweitert),,Zuordnung von Kunden-E-Mails zu Backend-Usern,Diese Funktion ermöglicht dem Shopbetreiber die Versandzeiten zu hinterlegen und in der Artikeldetailansicht darzustellen.
Backend - Funktionen (erweitert),,"Mobile Umsetzung des Backend-Zugriffs (Responsive, App etc.)",Diese Funktion ermöglicht dem Shopbetreiber die Versandzeiten zu hinterlegen und in der Artikeldetailansicht darzustellen.
Buchhaltung & Steuern (erweitert),,Altteilsteuer im System abgebildet,
Buchhaltung & Steuern (erweitert),,Anzahl definierbarer Steuersätze (Regeln),
Buchhaltung & Steuern (erweitert),,Bilanz erstellbar (direkt in Software),"Buchführungsfunktion. Gibt an, ob der Shop-Tarif Bilanzberichte ermöglicht. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Buchhaltung & Steuern (erweitert),,Buchungsmethode Stapelbuchungen,"Buchführungsfunktion. Gibt an, ob der Shop-Tarif Bilanzberichte ermöglicht. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Buchhaltung & Steuern (erweitert),,Datev-Schnittstelle für Export zu Buchhaltung/ Steuerberater DATEVPostversand Datei (KNE),"Buchführungsfunktion. Gibt an, ob der Shop-Tarif Bilanzberichte ermöglicht. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Buchhaltung & Steuern (erweitert),,Differenzbesteuerung (Rechnungsunterstützung),"Buchführungsfunktion. Gibt an, ob der Shop-Tarif Bilanzberichte ermöglicht. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Buchhaltung & Steuern (erweitert),,Fibu-schnittstelle zu Datev,"Gibt an, ob der Tarif den Datev-konformen Export von Warenausgangsrechnungen und Gutschriften beinhaltet."
Buchhaltung & Steuern (erweitert),,Finanzbuchhaltung enthalten mit Buchungsvorgängen,"Gibt an, ob der Tarif Buchhaltungsfunktionen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Buchhaltung & Steuern (erweitert),,"GoBD testiert (ehemals GoB, GoS, GDPdU)","Die GoBD konkretisieren die Ordnungsmäßigkeitsanforderungen der Finanzverwaltung an den Einsatz von IT bei der Buchführung und bei sonstigen Aufzeichnungen. Grundsätze zur ordnungsmäßigen Führung und Aufbewahrung von Büchern, Aufzeichnungen und Unterlagen in elektronischer Form sowie zum Datenzugriff"
Buchhaltung & Steuern (erweitert),,Import & Export von Steuerregeln möglich (CSV),"Die GoBD konkretisieren die Ordnungsmäßigkeitsanforderungen der Finanzverwaltung an den Einsatz von IT bei der Buchführung und bei sonstigen Aufzeichnungen. Grundsätze zur ordnungsmäßigen Führung und Aufbewahrung von Büchern, Aufzeichnungen und Unterlagen in elektronischer Form sowie zum Datenzugriff"
Buchhaltung & Steuern (erweitert),,Integrierte Umsatzsteuer- ID/ UstID-Überprüfung,"Gibt an, ob der Tarif die jeweilige Warenwirtschaftsfunktion beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Buchhaltung & Steuern (erweitert),,Rückzahlungen /(Teil)-Gutschriften direkt aus System,"Gibt an, ob für erhaltene Zahlungen von Paypal oder anderen Payment Dienstleistern Rückzahlungen direkt aus der Software möglich sind."
"Berichte, Analysen (Statistiken) (erweitert)",,"Analyse Absatzmenge je Produkt (Bestseller, Noseller) (Renner, Penner)",
"Berichte, Analysen (Statistiken) (erweitert)",,Analyse der häufigsten Versandarten,
"Berichte, Analysen (Statistiken) (erweitert)",,Analyse der umsatzstärksten Kategorien,"Gibt an, ob der Tarif eine Analyse des Ertrags je Produkt beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
"Berichte, Analysen (Statistiken) (erweitert)",,Analyse der umsatzstärksten Produkte (ABC - Analyse),"Gibt an, ob der Tarif eine Analyse der umsatzstärksten Artikel ermöglicht. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
"Berichte, Analysen (Statistiken) (erweitert)",,Analyse des Ertrags/ Gewinns,"Gibt an, ob der Tarif einen Bericht über die Gewinne und Verluste ermöglicht. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
"Berichte, Analysen (Statistiken) (erweitert)",,Analyse Gesamtabsatz/ Anzahl Bestellungen,"Gibt an, ob der Tarif einen Bericht über die Gewinne und Verluste ermöglicht. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
"Berichte, Analysen (Statistiken) (erweitert)",,Bestellstatistik nach PLZ (Postleitzahl),"Gibt an, ob der Tarif einen Bericht über die Gewinne und Verluste ermöglicht. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
"Berichte, Analysen (Statistiken) (erweitert)",,Eigene Analytics-Funktion,"Gibt an, ob der Tarif einen Bericht über die Gewinne und Verluste ermöglicht. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
"Berichte, Analysen (Statistiken) (erweitert)",,Erweiterte Retourendokumentation und Retourenstatistik (Retourenquoten),"Gibt an, ob der Tarif die Dokumentation für Retourenaktionen (Umtausch, Ersattung, Entlastungssendung, Ersatzlieferung) ermöglicht."
"Berichte, Analysen (Statistiken) (erweitert)",,Gesamtbestellwert je Kunde/ durchschnittlicher Bestellwert (Warenkorbgröße),"Gibt an, ob der Tarif die Dokumentation für Retourenaktionen (Umtausch, Ersattung, Entlastungssendung, Ersatzlieferung) ermöglicht."
"Berichte, Analysen (Statistiken) (erweitert)",,Google Remarketing Conversion ID - Vorbereitung,"Gibt an, ob der Tarif die Dokumentation für Retourenaktionen (Umtausch, Ersattung, Entlastungssendung, Ersatzlieferung) ermöglicht."
"Berichte, Analysen (Statistiken) (erweitert)",,Minubo - ecommerce BI analytics - Schnittstelle,"Gibt an, ob der Tarif die Dokumentation für Retourenaktionen (Umtausch, Ersattung, Entlastungssendung, Ersatzlieferung) ermöglicht."
"Berichte, Analysen (Statistiken) (erweitert)",,mixpanel - Analytics,"Umfangreiche Analysen über Page views hinweg. Kundbindung, individuelle Zielgruppen-emails, Aktions-Monitoring"
"Berichte, Analysen (Statistiken) (erweitert)",,Offene/ Ausstehende Zahlungen nach Zahlungsarten,"Umfangreiche Analysen über Page views hinweg. Kundbindung, individuelle Zielgruppen-emails, Aktions-Monitoring"
"Berichte, Analysen (Statistiken) (erweitert)",,Statisiken/ Analysen exportierbar (csv),"Umfangreiche Analysen über Page views hinweg. Kundbindung, individuelle Zielgruppen-emails, Aktions-Monitoring"
"Berichte, Analysen (Statistiken) (erweitert)",,Umsatz und Bestellstatistik nach Vertriebskanal (Channel),"Umfangreiche Analysen über Page views hinweg. Kundbindung, individuelle Zielgruppen-emails, Aktions-Monitoring"
"Berichte, Analysen (Statistiken) (erweitert)",,Umsatzbetrachtung Vergleich Vorjahr (Monat Vorjahr)/ Umsatzverlauf,"Umfangreiche Analysen über Page views hinweg. Kundbindung, individuelle Zielgruppen-emails, Aktions-Monitoring"
"Berichte, Analysen (Statistiken) (erweitert)",,Umsatzstatistik nach Ländern je Artikel,"Umfangreiche Analysen über Page views hinweg. Kundbindung, individuelle Zielgruppen-emails, Aktions-Monitoring"
"Berichte, Analysen (Statistiken) (erweitert)",,Warenbestandsberichte,"Gibt an, ob der Tarif einen Bericht über den aktuellen Bestand ermöglicht. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Kundenverwaltung-Funktionen (CRM),,Altersfreigabe je Artikel (FSK18),
Kundenverwaltung-Funktionen (CRM),,Bereinigung mehrfacher Kundenkonten (Dubletten-Zusammenführung),"Gibt an, ob der Tarif Funktionen zur Erkennung von identischen oder ähnlichen Bankdaten, E-Mail- oder Postadressen oder Namen beinhaltet."
Kundenverwaltung-Funktionen (CRM),,"Bonussystem/-Punkte (z.B. Cashback, Points) Kundenbindungsprogramm","Gibt an, ob der Tarif ein eigenständiges System zur Vergabe und Verwaltung von Bonuspunkten je Kunden beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Kundenverwaltung-Funktionen (CRM),,Export von Kundendaten möglich,"Gibt an, ob bei vorhandener Kundenverwaltung ein Export möglich ist. (csv, test, xml etc.)"
Kundenverwaltung-Funktionen (CRM),,Freie Kundenattribute/ Kundenfelder/ Kundenmerkmale anlegbar + Abfrage bei Kundenregistrierung,"Gibt an, ob bei vorhandener Kundenverwaltung ein Export möglich ist. (csv, test, xml etc.)"
Kundenverwaltung-Funktionen (CRM),,Import von Kundendaten möglich,"Gibt an, ob bei vorhandener Kundenverwaltung ein Export möglich ist. (csv, test, xml etc.)"
Kundenverwaltung-Funktionen (CRM),,Kunde mehreren Kundengruppen zuordenbar,"Gibt an, ob bei vorhandener Kundenverwaltung ein Export möglich ist. (csv, test, xml etc.)"
Kundenverwaltung-Funktionen (CRM),,Kundengruppen/ Kundentypen erstellbar (Anzahl),"Gibt an, ob bei vorhandener Kundenverwaltung ein Export möglich ist. (csv, test, xml etc.)"
Kundenverwaltung-Funktionen (CRM),,Kundengruppenerstellung nach Artikelfilter,"Gibt an, ob Sie Kunden zu Gruppen zusammenfassen können, die z.B. alle einen bestimmte Artikel erworben haben."
Kundenverwaltung-Funktionen (CRM),,Kundengruppenerstellung nach Kundenfilter,"Gibt an, ob Sie für die Kunden eines Kundenfilters (wie z.B. Herkunftsland oder Kaufsumme) schnell eine eigene Kundengruppe anlegen können."
Kundenverwaltung-Funktionen (CRM),,Kundenkonto durch Kunden erstellbar/ Account,"Gibt an, ob der Tarif eine Kundenkontofunktion mit Erstellung des Kontos durch den Kunden ermöglicht. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Kundenverwaltung-Funktionen (CRM),,Kundenverwaltung enthalten,"Gibt an, ob der Tarif eine Verwaltung von Kunden beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Kundenverwaltung-Funktionen (CRM),,Mehrere Lieferadressen/ Versandadressen je Kunde (Adressbuch),"Gibt an, ob der Tarif eine Verwaltung von Kunden beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Kundenverwaltung-Funktionen (CRM),,Treue-Rabatte möglich,"Gibt an, ob der Tarif ein eigenständiges System zur Vergabe und Verwaltung von Treurabatte an bestimmte Kunden beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Kundenverwaltung-Funktionen (CRM),,Zuweisung von Steuerklassen zu Kunden über Kundengruppen,"Gibt an, ob der Tarif ein eigenständiges System zur Vergabe und Verwaltung von Treurabatte an bestimmte Kunden beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Kundenverwaltung-Funktionen (CRM),,Maximale verwaltbare Kundenanzahl,"Gibt an, welche maximale Anzahl an Kunden mit dem Shop-Tarif beliefert werden können."
Kundenkommunikation & Ticketsystem,,Automatische Zuordnung von Kundenanfragen zu Kundenkonten,
Kundenkommunikation & Ticketsystem,,Autoresponse E-Mails (Autoresponder für Kundennachrichten),Automatisierte Antworten auf Kundenmitteilungen mit vorgefertigten E-Mailtexten.
Kundenkommunikation & Ticketsystem,,Gültigkeitsbregenzung eines Tickets möglich,Automatisierte Antworten auf Kundenmitteilungen mit vorgefertigten E-Mailtexten.
Kundenkommunikation & Ticketsystem,,Integriertes Kunden-Ticketsystem,"Gibt an, ob der Tarif ein eigenständiges Kunden-Ticketsystem zu Kundensupport-Zwecken beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Kundenkommunikation & Ticketsystem,,Kundenanfragen klassifizierbar (Typ),"Gibt an, ob die Software die Zuorndung von Typen, wie z.B. Reklamation, Technische Anfrage, etc. unterstützt."
Kundenkommunikation & Ticketsystem,,Textbausteine/ Vorlagen für Kundenkommunikation und Dokumente,"Gibt an, ob die Software die Zuorndung von Typen, wie z.B. Reklamation, Technische Anfrage, etc. unterstützt."
Kundenkommunikation & Ticketsystem,,Wiedervorlage - Funktion/ Wiedervorlagen,"Gibt an, ob der Anbieter bestimmte Belge oder Vorgaenge auf Wiedervorlage fuer einen bestimmten Zeitpunkt setzen kann."
Kundenkommunikation & Ticketsystem,,Zuordnung von Prioritäten zu Kundenanfragen/ Tickets,"Gibt an, ob der Anbieter bestimmte Belge oder Vorgaenge auf Wiedervorlage fuer einen bestimmten Zeitpunkt setzen kann."
Retourenmanagement (RMA) (erweitert),,ERETURN - Retourenabwicklung,Rücksendemanagement und -abwicklung vom Anbieter ERETURN möglich.
Retourenmanagement (RMA) (erweitert),,Reparatur-Management für verkaufte Produkte,"Gibt an, ob die Verwaltung von Reparaturen beinhaltet ist."
Retourenmanagement (RMA) (erweitert),,Retourenmanagement/ RMA/ Reklamation/ Beschwerde,"Gibt an, ob der Tarif eine eigenständige Verwaltung von Retouren beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Retourenmanagement (RMA) (erweitert),,Rücksendungen/ Stornierungen durch Kunden im Kundenkonto möglich,(Wenn Bestellung noch nicht validiert/ weiterverarbeitet)
Mahnwesen,,"Automatisierte Zahlungserinnerungen + Zahlungsaufforderungen/ Mahnungen (z.B. bei Rechnungszahlung per E-Mails, Brief)",
Mahnwesen,,Automatisierte Zahlungserinnerungen bei Vorkasse,
Mahnwesen,,Mahnwesen enthalten/ Mahnungen,"Gibt an, ob der Tarif die Verwaltung von offenen Forderungen(Mahnwesen mit mehreren Stufen) beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Marketing - Features (erweitert),Hier finden Sie Funktionen und Details zum Thema Marketing. Angegebene Werte entsprechen Zusatzkosten pro Monat.,Integrierte umfangreiche Newsletter-Erstellung,"Gibt an, ob der Tarif Newsletter-Funktionen zum selektiven und automatisierbaren Versand beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Marketing - Features (erweitert),Hier finden Sie Funktionen und Details zum Thema Marketing. Angegebene Werte entsprechen Zusatzkosten pro Monat.,Kalender und Event Management-Feature inkl. Ticketbuchungsverwaltung,"Mit dieser Funktion können Sie Veranstaltungen wie Messetermine, Tage der offenen Tür, Produktvorstellungen oder andere Termine in Ihrem Shop ankündigen und diese automatisch nach Ablauf wieder ausblenden lassen."
Marketing - Features (erweitert),Hier finden Sie Funktionen und Details zum Thema Marketing. Angegebene Werte entsprechen Zusatzkosten pro Monat.,Newsletter aus System versenden/ Serienmails (Anzahl E-Mails),"Gibt an, ob der Tarif den direkten Versand von Newslettern beinhaltet und gibt deren enthaltene Anzahl pro Monat an."
Marketing - Features (erweitert),Hier finden Sie Funktionen und Details zum Thema Marketing. Angegebene Werte entsprechen Zusatzkosten pro Monat.,Spezifische Rabatte nach Gesamtbestellwert,"Gibt an, ob der Tarif den direkten Versand von Newslettern beinhaltet und gibt deren enthaltene Anzahl pro Monat an."
E-Mail Marketing Anbieter,,CleverReach - E-Mail Marketing,
E-Mail Marketing Anbieter,,criteo - Retargeting-Dienst,"criteo ermöglicht es, Ihren potentiellen Kunden beim Verlassen Ihres Shops auf anderen Websiten personalisierte Werbung Ihrer Produkte dargestellt wird."
E-Mail Marketing Anbieter,,getresponse - Newsletter-Dienst,"criteo ermöglicht es, Ihren potentiellen Kunden beim Verlassen Ihres Shops auf anderen Websiten personalisierte Werbung Ihrer Produkte dargestellt wird."
E-Mail Marketing Anbieter,,inxmail - E-Mail Marketing,"Gibt an, ob die Shopsoftware eine funtionsfertige Schnittstelle zum E-Mail Marketing Dienstleister inxmail beinhaltet."
E-Mail Marketing Anbieter,,kryd - Newsletter/ Kampagnen-Dienst,"Gibt an, ob die Shopsoftware eine funtionsfertige Schnittstelle zum E-Mail Marketing Dienstleister inxmail beinhaltet."
E-Mail Marketing Anbieter,,mailbeez - E-Mail-Marketing,MailBeez ist ein Werkzeug für automatische und personalisierte E-Commerce Email Marketing Kampagnen. Die Verwaltung befindet sich direkt in der Administration des Shops.
E-Mail Marketing Anbieter,,Mailchimp - E-Mail Marketing,MailBeez ist ein Werkzeug für automatische und personalisierte E-Commerce Email Marketing Kampagnen. Die Verwaltung befindet sich direkt in der Administration des Shops.
E-Mail Marketing Anbieter,,Maileon by xqueue,MailBeez ist ein Werkzeug für automatische und personalisierte E-Commerce Email Marketing Kampagnen. Die Verwaltung befindet sich direkt in der Administration des Shops.
E-Mail Marketing Anbieter,,mailjet,MailBeez ist ein Werkzeug für automatische und personalisierte E-Commerce Email Marketing Kampagnen. Die Verwaltung befindet sich direkt in der Administration des Shops.
E-Mail Marketing Anbieter,,Newsletter2Go - E-Mail Marketing,MailBeez ist ein Werkzeug für automatische und personalisierte E-Commerce Email Marketing Kampagnen. Die Verwaltung befindet sich direkt in der Administration des Shops.
Warenwirtschaft - Funktionen (erweitert),"Tarife, die umfangreiche Warenwirtschaftsfunktionen enthalten, können hier detailliert hinsichtlich Ihrer
Warenwirtschafts-Funktionen verglichen werden.",Alarmmeldung bei definiertem niedrigen/ geringen/ leeren Warenbestand (Mindestbestand),"Gibt an, ob der Tarif eine Erinnerungsfunktion bei niedrigem Warenbestand beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Warenwirtschaft - Funktionen (erweitert),"Tarife, die umfangreiche Warenwirtschaftsfunktionen enthalten, können hier detailliert hinsichtlich Ihrer
Warenwirtschafts-Funktionen verglichen werden.",Anlegen von Produkten über PRICAT,"Gibt an, ob der Tarif das PRICAT Datenformat unterstützt"
Warenwirtschaft - Funktionen (erweitert),"Tarife, die umfangreiche Warenwirtschaftsfunktionen enthalten, können hier detailliert hinsichtlich Ihrer
Warenwirtschafts-Funktionen verglichen werden.",Artikel-Kopier-/ Duplizierfunktion für Produktdaten,"Gibt an, ob der Tarif das PRICAT Datenformat unterstützt"
Warenwirtschaft - Funktionen (erweitert),"Tarife, die umfangreiche Warenwirtschaftsfunktionen enthalten, können hier detailliert hinsichtlich Ihrer
Warenwirtschafts-Funktionen verglichen werden.",Artikeldatenimport von Herstellern und Lieferanten,"Gibt an, ob der Tarif das PRICAT Datenformat unterstützt"
Warenwirtschaft - Funktionen (erweitert),"Tarife, die umfangreiche Warenwirtschaftsfunktionen enthalten, können hier detailliert hinsichtlich Ihrer
Warenwirtschafts-Funktionen verglichen werden.",Artikelverwaltung/ Produktverwaltung enthalten,"Gibt an, ob der Tarif eine Artikelverwaltung beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Warenwirtschaft - Funktionen (erweitert),"Tarife, die umfangreiche Warenwirtschaftsfunktionen enthalten, können hier detailliert hinsichtlich Ihrer
Warenwirtschafts-Funktionen verglichen werden.",Automatische E-Mail an Kunden bei Lieferverzögerungen,"Gibt an, ob der Tarif eine Artikelverwaltung beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Warenwirtschaft - Funktionen (erweitert),"Tarife, die umfangreiche Warenwirtschaftsfunktionen enthalten, können hier detailliert hinsichtlich Ihrer
Warenwirtschafts-Funktionen verglichen werden.",Barcode Unterstützung - Individuelle Barcodes drucken,"Gibt an, ob der Tarif eine Artikelverwaltung beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Warenwirtschaft - Funktionen (erweitert),"Tarife, die umfangreiche Warenwirtschaftsfunktionen enthalten, können hier detailliert hinsichtlich Ihrer
Warenwirtschafts-Funktionen verglichen werden.",Benachrichtigungen bei Produktbild-Bearbeitung,"Gibt an, ob der Tarif eine Artikelverwaltung beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Warenwirtschaft - Funktionen (erweitert),"Tarife, die umfangreiche Warenwirtschaftsfunktionen enthalten, können hier detailliert hinsichtlich Ihrer
Warenwirtschafts-Funktionen verglichen werden.",EAN Codes - Artikelattribut und Verwaltung,"Gibt an, ob der Tarif eine Artikelverwaltung beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Warenwirtschaft - Funktionen (erweitert),"Tarife, die umfangreiche Warenwirtschaftsfunktionen enthalten, können hier detailliert hinsichtlich Ihrer
Warenwirtschafts-Funktionen verglichen werden.",Echtzeit Warenbestand/ Lagerbestand,Warenbestand wird bei Verkäufen oder Warennachschub im Einkauf in Echtzeit aktualisiert.
Warenwirtschaft - Funktionen (erweitert),"Tarife, die umfangreiche Warenwirtschaftsfunktionen enthalten, können hier detailliert hinsichtlich Ihrer
Warenwirtschafts-Funktionen verglichen werden.",EDI / EDIFACT Schnittstelle,"Electronic Data Interchange, die elektronische Übermittlung strukturierter Daten mit festgelegten Nachrichtenstandards."
Warenwirtschaft - Funktionen (erweitert),"Tarife, die umfangreiche Warenwirtschaftsfunktionen enthalten, können hier detailliert hinsichtlich Ihrer
Warenwirtschafts-Funktionen verglichen werden.",Erstellung von individuellen Verkaufsangeboten (pdf),"Gibt an, ob der Tarif eine Funktion zur Erstellung von Angeboten beinhaltet."
